楼层,房型,面积,房源地址及名称,价格,公交站距离,地铁站距离
32,4.2.2,161.14,金牛茶店子茶店子西街6号 德商新希望国宾锦麟天玺,514.0,"{'地铁茶店子站 695米', '金牛立交 945米'}","{'金牛公园 723米', '茶店子 721米'}"
13,3.2.2,99.72,双流东升镇楠园街333号 香瑞楠府,177.9,"{'航港路三段 606米', '地铁航都大街站(西侧) 767米', '航港路葛陌路口 847米', '区一医院(空港医院) 969米', '棠湖中学实验学校(东区) 582米'}",{'航都大街 901米'}
31,4.2.4,204.47,锦江攀成钢汇源北路99号 天誉,758.0,"{'双桥子北 965米', '塔子山公园 705米', '塔子山公园(BRT) 773米', '双桥子南 560米', '双桥子公交站 711米'}","{'牛市口 712米', '东大路 456米'}"
31,4.2.2,168.57,"高新区金融城万象南路398号,锦晖西二街288号 仁和春天国际花园",640.0,"{'剑南大道北段中 748米', '府城大道市一医院 359米', '和盛西街(BRT) 834米', '益州大道府城大道口 942米', '市一医院 243米', '和盛东街 777米'}","{'市一医院 364米', '交子大道 619米'}"
24,4.2.2,108.88,双流蛟龙港康家宴路二段188号 万科第五城四期,239.0,"{'石万路东 540米', '草金路星空路口 784米', '康家堰路二段东 465米', '大井村 887米', '康家堰路二段西 94米', '地铁九江北站(东侧) 932米'}",set()
27,4.2.3,276.41,高新区金融城锦城大道1288号 西派国际,1500.0,"{'剑南大道北段 735米', '地铁锦城大道站(D口) 72米', '锦尚西三路 789米'}","{'锦城大道 235米', '交子大道 831米'}"
30,4.4.3,205.0,成华万年场双成三路17号 华润紫云府,698.0,"{'双桥子公交站 848米', '联合小区 641米', '地铁万年场站 398米', '成洛路公交站 978米', '万年场 725米', '双桥子北 554米'}","{'双桥路 513米', '万年场 337米'}"
25,3.2.2,127.86,双流蛟龙港五桐路48号 蜀镇锦悦府,155.0,"{'马家寺绕城路口 459米', '马家寺 561米', '江安河大桥 325米', '永康路口 960米', '美湖路草金路口 456米', '永康驿 849米', '公交永康充电站 460米'}",set()
30,3.2.2,82.0,双流华府牧华路三段999号 德商华府天骄,179.0,"{'华府大道怡心湖 983米', '顺高路 678米', '华府大道牧华路口 275米', '牧华路华府大道口 487米', '剑和路一段西 245米', '华府大道牧华路口站 735米'}",set()
16,3.2.2,151.13,武侯外双楠顺和街89号 中华名园(二期),249.0,"{'武侯立交北 838米', '果堰街中 800米', '武侯立交南 931米', '三环路武侯立交桥东 437米', '果堰村十一组 519米', '晋吉南路 787米'}",set()
30,4.2.2,203.6,锦江攀成钢通盈街88号 绿地锦天府,650.0,"{'莲桂南路 779米', '二环成仁公交站 939米', '莲花一区 721米', '莲花小区 234米'}","{'三官堂 918米', '净居寺 969米', '净居寺 993米'}"
11,3.2.2,125.0,双流航空港机场路近都段112号 空港16区,166.0,"{'空港总部 297米', '学府路二段东 547米', '月亮湾路口 643米', '学府路二段 724米', '航空港 647米'}",set()
26,5.2.2,251.17,高新区金融城近慈路66号 中大文儒德,1620.0,"{'锦尚西三路 437米', '剑南大道北段 632米', '剑南大道北段中 917米', '地铁锦城大道站(D口) 487米'}","{'交子大道 943米', '锦城大道 650米'}"
37,4.2.2,180.0,高新区金融城环岛路1200号 复地金融岛,1150.0,"{'地铁心岛站 539米', '高新区孵化园 960米'}",{'心岛 445米'}
30,5.2.4,248.9,高新区金融城万象南路199号 中海九号公馆,1320.0,"{'地铁锦城大道站(D口) 659米', '锦尚西三路 500米', '剑南大道北段中 403米', '剑南大道北段 141米', '地铁锦城大道站(B口) 783米'}","{'锦城大道 777米', '交子大道 422米'}"
13,4.2.2,180.0,高新区大源天府一街616号 中洲锦城湖岸,900.0,{'天府一街益州大道口 113米'},set()
14,3.2.2,92.09,双流东升镇城北上街253号 佳兆业8号,137.0,"{'区一医院(空港医院) 282米', '白衣上街二段南 905米'}",set()
32,3.2.2,90.21,"双流华府剑南大道2266号,协中路111号 中铁骑士府邸",210.0,"{'地铁二江寺站 555米', '顺兴路和顺路口 874米'}",{'二江寺 372米'}
32,3.2.2,86.37,"双流华府剑南大道2266号,协中路111号 中铁骑士府邸",198.0,"{'地铁二江寺站 555米', '顺兴路和顺路口 874米'}",{'二江寺 372米'}
20,4.2.2,111.13,双流文星西航港新街789号 景茂雍水岸,189.0,"{'文星广场 868米', '川大南路二段 658米', '川大南路一段 831米', '长城路二段中 873米'}",set()
11,4.2.2,141.65,高新区中和中和康和东五街89号 万科璟南堂北区,397.0,"{'张家寺路口 985米', '大安桥路西 755米', '仁和路中胜路口 694米', '瓦子埝 581米', '地铁张家寺站 756米'}",{'张家寺 686米'}
17,2.2.1,89.0,"新都新繁滨江西路550号,锦溪路83号 世玺",79.8,"{'三义桥 343米', '金地三期 541米', '新都区第二人民医院 752米', '美林国际社区 788米', '新城豪庭 534米', '新繁客运站 734米'}",set()
13,5.2.3,180.07,双流东升镇航都大街三段78号 国韵村,325.0,"{'区一医院(空港医院) 937米', '航港路三段 436米', '棠湖中学实验学校(东区) 613米', '普贤市场 965米', '航港路葛陌路口 979米'}",set()
27,5.2.4,248.9,高新区金融城交子大道199号 中海城南一号,1600.0,"{'地铁孵化园站(D口) 912米', '地铁孵化园站 907米', '市一医院 958米', '益州大道锦城大道口 645米', '益州大道交子大道口 442米'}","{'交子大道 830米', '金融城 831米'}"
34,3.2.1,86.73,双流东升镇银河路160号 北京城建龙樾湾,127.0,"{'志翔路口 553米', '永瑞路西 602米', '银河路一段北 225米', '航港路一段 671米', '永瑞路东 269米', '蛟龙港供电中心 903米', '双港农贸市场 666米'}",set()
27,4.2.2,116.77,双流蛟龙港康家堰路二段119号 万科第五城(二期),168.0,"{'康家堰路二段东 481米', '地铁九江北站(西侧) 972米', '地铁九江北站(东侧) 704米', '石万路东 384米', '成新蒲五显庙路口 951米', '大井村 641米', '康家堰路二段西 156米'}",{'九江北 836米'}
32,4.2.2,180.79,高新区大源富华南路1606号 保利心语上府,588.0,"{'剑南大道天府四街口 473米', '天府四街剑南大道口 365米', '地铁大源站(B口) 918米', '大源公交枢纽B站 909米', '大源公交站(南华路) 837米', '天府四街 180米'}","{'大源 973米', '民乐 580米'}"
22,5.3.5,298.0,"青羊外金沙清波路77号,蜀鑫路51号 华润金悦湾",980.0,{'清波公交站 532米'},"{'金沙滨河公园 750米', '蜀鑫路 506米'}"
38,4.2.4,268.89,锦江攀成钢通宝街88号 伊泰天骄,1050.0,"{'莲花小区 647米', '牛市口 849米', '海椒市 704米', '天府通(牛市口店) 828米', '双桥子南 953米'}","{'东大路 676米', '牛市口 494米'}"
39,5.2.2,189.3,高新区世纪城世纪城路418号 龙湖世纪峰景,485.0,set(),set()
32,4.2.3,204.58,金牛茶店子茶店子西街6号 德商新希望国宾锦麟天玺,788.0,"{'地铁茶店子站 695米', '金牛立交 945米'}","{'金牛公园 723米', '茶店子 721米'}"
13,4.2.2,106.62,双流东升镇航都大街二段756号 北大资源燕楠国际(一期),178.0,"{'棠湖中学实验学校(东区) 901米', '航港路葛陌路口 821米', '地铁航都大街站(西侧) 144米'}",{'航都大街 257米'}
34,2.2.1,67.11,"双流华府华府大道三段268号,华府大道三段869号 万锦城",118.0,"{'顺高路 526米', '剑和路一段西 598米', '顺兴路二段 705米', '顺兴路三段 722米', '华府大道万顺路口 200米', '华府大道牧华路口 847米', '顺兴路和顺路口 943米', '长牧路北 576米'}",set()
