楼层,房型,面积,房源地址及名称,价格,公交站距离,地铁站距离
39,4.2.2,177.0,高新区中和应龙南一路188号 中建天府公馆,348.0,"{'应龙路 920米', '应龙南一路 507米', '应龙南一路南 372米', '梓州大道观东二街口 319米', '新泽三路 860米', '观东二街 435米', '梓州大道会龙大道口 420米'}",set()
18,3.2.2,90.91,"双流航空港临港路四段9号,临港路二段9号 和贵久居福",125.0,"{'机场路长江路口 932米', '临港路三段西 479米', '北京华联购物中心 758米', '锦华路二段 445米', '成都棠湖外国语学校 818米'}",{'光明 691米'}
20,3.2.2,151.0,"高新区理想中心天晖路346号,府城大道中段188号 时代晶科名苑",442.0,"{'天府大道府城大道口 741米', '和盛东街 674米', '交子北一路蜀绣西路口 485米'}","{'金融城北 885米', '益州大道 205米', '高新 561米'}"
32,3.2.1,91.3,龙泉驿恒大绿洲银河路118号 恒大绿洲,105.0,"{'博美银河装饰城 571米', '龙华公交场 915米', '龙华寺 500米', '龙华一期 727米', '南一路西五路口 895米', '恒大绿洲后门 316米', '恒大绿洲 164米'}",{'龙华寺 532米'}
32,2.2.1,75.55,温江光华大道江浦路288号 洲际亚洲湾B区,115.0,"{'光华大道林泉路口 613米', '江安路鸡鸣路口 939米', '地铁涌泉站 938米', '江安路鸣远路口 750米', '清泉北街华新路口 331米', '光华大道骑士大道口 570米'}",set()
32,3.2.2,118.2,成华龙潭寺龙港路55号 金融街融府,248.0,"{'龙潭立交东 987米', '向龙公交站 485米', '龙潭寺下街菜市 500米', '华泰路北 776米', '地铁龙潭寺站 686米', '龙港路西 676米'}",{'龙潭寺 672米'}
17,3.2.2,129.56,高新西区中海国际蓝岸街98号 橙郡一期,235.0,"{'蜀西路土龙路口 548米', '中海国际 235米', '蜀西路绿茵街口 659米', '金周路蜀西路口 616米', '蜀西路阳光街口 320米'}",set()
31,4.2.2,167.77,成华龙潭寺湖秀二路37号 西派泊玥,299.8,"{'北湖公交站 985米', '东三环路一段中 778米', '同乐西一巷口 977米', '北湖客运站 787米', '龙潭寺 888米'}",set()
13,3.2.1,121.08,邛崃市邛崃城区滨江路下段623号 高宇南湾,136.8,set(),set()
11,4.2.2,141.65,高新区中和中和康和东五街89号 万科璟南堂北区,397.0,set(),set()
11,4.0.3,133.37,龙泉驿大面成龙大道金枫路398号 蓝光公园华府,296.0,set(),"{'龙城一号南大门 910米', '卓锦万黛 511米', '天鹅湖小学 801米'}"
32,3.2.2,120.21,成华火车东站金马河路8号 新里柏仕公馆,190.0,"{'成渝立交南 282米', '富丽东方 659米', '万科路 890米', '地铁成渝立交站(C口) 964米', '成都东客站 809米', '万科南街北 815米', '成都东站-公交候车厅 762米', '万科路口 814米', '地铁成渝立交站 959米'}",set()
11,5.2.2,182.25,青白江青白江城区青江北路69号 深业泰然怡湖玫瑰苑,196.0,"{'青白江川化俱乐部 914米', '安居路 839米', '青江南路 386米', '大弯派出所 721米', '青白江区政府 849米', '和谐广场 665米'}",set()
27,3.2.2,105.17,简阳城东新区东滨路北段336号 蓝湖城邦,102.8,"{'下花园街 874米', '万峰城(老年大学) 966米', '雄州大道水金路口 952米', '万峰城 914米', '市文体中心 700米', '成都银行(松林路口站) 673米', '沱四桥西 821米', '松林路 395米'}",set()
24,5.2.2,138.0,金堂金堂城区金泉路666号 宝龙水岸金城,120.0,"{'金外滩 520米', '金阳水景 921米', '金阳丽景 512米', '恒大御景半岛 556米', '迎宾加油站 882米', '新世纪线缆 324米'}",set()
25,4.2.2,166.71,"双流华府高平路50号,协和长顺3组301号 绿城诚园(二期)",328.0,"{'华府大道牧华路口 710米', '长牧路北 366米', '剑和路一段西 627米', '华府大道三段南 436米', '牧华路华府大道口 860米', '顺高路 184米', '地铁温家山站 725米', '华府大道万顺路口 660米'}",set()
34,3.2.1,92.0,高新区广都锦龙街99号 锦龙云府,188.0,"{'地铁四河站 697米', '龙灯山路口 728米', '梓州大道劲松社区 782米', '地铁广都站 533米'}","{'四河 702米', '广都 432米'}"
11,4.2.2,145.3,双流东升镇航港路66号 时代府邸,242.0,"{'地铁龙桥路站(奥特莱斯西) 504米', '龙桥路口 669米', '龙桥路航港路口 447米', '地铁龙桥路站 611米', '航都大道口 737米', '龙桥北路中 941米'}",{'龙桥路 400米'}
5,4.2.2,148.43,双流华府和顺路二段55号 中海云麓世家,540.0,"{'顺高路 845米', '协和实验小学 940米', '华府大道万顺路口 410米', '地铁温家山站 777米', '长牧路北 434米'}",{'温家山 965米'}
28,4.2.3,217.23,"武侯桐梓林桐凤路17号,桐凤路39号 紫檀",850.0,"{'人南立交东(BRT) 665米', '人南立交西 394米', '玉林南路 872米'}","{'倪家桥 801米', '桐梓林 532米', '倪家桥 788米'}"
31,3.2.2,112.2,高新区广都雅和南四路216号 龙湖九里晴川,360.0,"{'地铁五根松站 753米', '地铁华阳站 845米', '龙灯山路口 801米', '地铁广都站 392米'}","{'华阳 801米', '广都 492米', '五根松 872米'}"
32,4.2.3,191.14,温江光华大道燎原路228号 珠江御景湾,338.0,"{'地铁涌泉站 990米', '光华大道人和路口 511米', '燎原路 315米', '涌泉西 684米', '地铁光华公园站 786米'}","{'涌泉 970米', '光华公园 914米'}"
33,4.2.2,125.0,天府新区海洋公园万东路80号附1号 滨江和城,265.0,"{'万东北二路 916米', '梓州大道海洋路口 812米', '梓州大道麓山大道口 334米', '梓州大道海昌路口 451米', '麓山大道梓州大道口 600米', '万东路中 645米'}",set()
33,4.2.2,142.19,龙泉驿阳光城忠北路666号 恒大御龙天峰,112.0,"{'四堰新农庄 473米', '丽阳社区 187米', '忠诚路忠北路口 733米', '阳光体育城 507米'}",set()
33,3.2.2,123.21,成华杉板桥杉板桥路199号 保利康桥,385.0,"{'建设南支路 366米', '建设南路口(BRT) 613米', '麻石桥 612米'}",{'杉板桥 232米'}
21,4.2.2,109.06,高新区大源天府一街1339号 凯德世纪名邸西庭,390.0,"{'大源北二街 694米', '地铁元华车辆段 761米', '天府一街西 925米'}",set()
31,4.2.2,168.23,双流华府万顺路二段370号 中国铁建西派国樾(一期),338.0,"{'长牧路北 245米', '华府大道万顺路口 773米', '地铁温家山站 345米', '顺高路 566米', '万顺路二段西 136米', '华府大道三段南 789米'}",{'温家山 622米'}
33,3.2.2,91.0,"温江南熏大道百信路,近杨柳东路南段 明信城B区",112.0,"{'百信路 377米', '柳浪湾 719米', '地铁杨柳河站 628米'}",{'杨柳河 566米'}
1,4.2.4,259.64,"新津新津城区花源大道1888号,紫云路1666号 廊桥水乡(别墅)",450.0,"{'柳河苑五期 662米', '柳河苑六期 896米', '柳河苑四期 712米', '紫云路北段 648米', '翠微大道中段 303米', '柳河苑五期路口 296米', '金科廊桥水乡 184米', '成都职业技术学院 834米'}",set()
3,3.1.2,97.61,大邑大邑城区分水社区一组88号 青霞山水卡伦德拉小镇(别墅),110.0,"{'青霞幸福公社 404米', '幸福公社 379米'}",set()
33,2.2.1,74.9,高新区中和观东三街600号 中铁城锦南汇,165.0,"{'观东二街 620米', '梓州大道会龙大道口 921米', '新泽三路 558米', '应龙南一路 914米', '应龙南一路南 407米'}",set()
32,4.2.2,163.98,龙泉驿大面金枫路833号 世茂璀璨天城,360.0,"{'天鹅湖小学 420米', '南巷子 310米', '公园路口 899米', '大面铺 717米', '天鹅西湖南路 385米', '大面小学 970米', '大面镇 438米', '金旗大道 817米'}",set()
