楼层,房型,面积,房源地址及名称,价格,公交站距离,地铁站距离
22,3.2.2,85.03,彭州彭州城区长江路 阳光和悦澜庭,66.8,"{'朝阳南路 886米', '彭州客运中心 903米', '彭州 959米'}",set()
45,4.2.2,138.0,"成华龙潭寺桂林西路,近桂香三路 恒大锦城",192.0,set(),"{'桂林 915米', '同乐 763米'}"
4,7.2.6,163.12,锦江三圣乡棣棠路870号 首创娇子1号(别墅),1280.0,"{'三环路娇子立交桥西 606米', '金像寺路 640米', '成都公交停保基地 543米'}","{'娇子立交 788米', '娇子立交 635米'}"
32,2.2.1,82.21,简阳老城区圣德路1号附18号 金域华庭,50.8,"{'沱桥 652米', '南门口 512米', '空分实验中学 796米', '南门口 379米', '简阳公交 323米', '南环路口 802米', '城南九义校 309米'}",set()
31,4.2.2,150.25,成华龙潭寺湖秀二路37号 西派泊玥,290.0,"{'北湖公交站 985米', '东三环路一段中 778米', '同乐西一巷口 977米', '北湖客运站 787米', '龙潭寺 888米'}",set()
6,2.2.1,82.51,简阳城东新区雄州大道南段486号 万安三峰悠山郡,61.0,"{'树德路 351米', '绵商银行(中医院) 783米', '印鳌路口 894米', '龙颈路 128米', '绵商银行(中医院) 595米', '树德路 90米', '射洪坝解放学校 428米', '龙颈路 261米', '蜀阳社区 984米', '射洪路中段 437米', '牌坊沟 910米'}",set()
26,3.2.1,89.5,"成华龙潭寺龙潭寺西路107号,龙潭路1号 北湖龙郡",132.0,"{'地铁龙潭立交站 893米', '龙潭立交 555米', '龙潭寺 768米', '华泰路北 763米', '地铁龙潭寺站 398米', '龙港路西 421米', '龙潭立交东 201米'}","{'龙潭立交 916米', '龙潭寺 419米'}"
4,6.3.4,317.6,天府新区雅居乐麓山大道二段19号附4号 雅居乐香草山(别墅),1298.0,"{'麓山大道韩婆岭(雅悦路) 923米', '香草山路口 542米', '中太路口 242米', '师大一中 781米', '韩婆岭西 746米', '锦巷 381米'}",set()
34,4.2.2,129.99,成华八里小区八里庄路69号 青秀未遮山(一期),310.0,"{'八里小区 743米', '地铁八里庄站 635米', '府青路三段 994米'}","{'府青路 882米', '八里庄 670米'}"
31,4.2.2,162.77,成华龙潭寺湖秀二路37号 西派泊玥,274.5,"{'北湖公交站 985米', '东三环路一段中 778米', '同乐西一巷口 977米', '北湖客运站 787米', '龙潭寺 888米'}",set()
31,4.2.2,162.0,成华龙潭寺湖秀二路37号 西派泊玥,268.0,"{'北湖公交站 985米', '东三环路一段中 778米', '同乐西一巷口 977米', '北湖客运站 787米', '龙潭寺 888米'}",set()
31,4.2.2,167.77,成华龙潭寺湖秀二路37号 西派泊玥,299.0,"{'北湖公交站 985米', '东三环路一段中 778米', '同乐西一巷口 977米', '北湖客运站 787米', '龙潭寺 888米'}",set()
31,4.2.2,167.77,成华龙潭寺湖秀二路37号 西派泊玥,299.8,"{'北湖公交站 985米', '东三环路一段中 778米', '同乐西一巷口 977米', '北湖客运站 787米', '龙潭寺 888米'}",set()
29,4.2.2,185.59,成华龙潭寺湖秀二路37号 西派泊玥,370.0,"{'北湖公交站 985米', '东三环路一段中 778米', '同乐西一巷口 977米', '北湖客运站 787米', '龙潭寺 888米'}",set()
5,4.2.4,198.6,成华动物园荆翠南一街38号 龙湖金地商置璟宸世家,478.0,"{'动物园公交站 179米', '昭觉寺汽车站 997米', '昭觉寺公交站 751米', '动物园 164米', '地铁动物园站 511米'}",{'动物园 414米'}
24,2.2.2,47.7,锦江春熙路大科甲巷43号附13号 京都大厦,45.0,"{'义学巷口 645米', '东门大桥 843米', '春熙路 250米', '东风大桥 995米', '盐市口 739米', '春熙路步行街南 265米', '太古里 473米', '总府路 575米', '春熙路步行街北 413米'}",{'春熙路 222米'}
23,3.2.1,125.31,金牛高笋塘解放路一段154号 香山苑,156.0,"{'解放北路一段 533米', '高笋塘路口北 484米', '荷花池公交站 726米', '李家沱公交宿舍 991米'}","{'驷马桥 926米', '李家沱 806米'}"
17,3.2.2,129.21,成华二仙桥人民塘西二路468号 中车共享城翰苑,288.0,"{'华林小区 488米', '成都七中英才学校 826米', '二仙桥北路仙韵四路口 681米'}",{'机车厂 477米'}
23,3.2.1,89.87,成华龙潭寺成康路1号 香木林花园里,139.0,"{'华泰路北 81米', '地铁龙潭寺站 711米', '龙潭立交东 516米', '龙港路西 392米', '地铁龙潭立交站 888米', '龙潭立交 526米', '华泰路 561米'}","{'龙潭立交 932米', '龙潭寺 722米'}"
32,2.2.1,79.88,简阳城东新区雄州大道北段255号 江东半岛,76.8,"{'万峰城 647米', '下花园街 799米', '市文体中心 468米', '市文体中心南 724米', '万峰城(老年大学) 714米', '成都银行(松林路口站) 408米', '蜀阳社区 806米'}",set()
31,4.2.2,167.28,成华龙潭寺湖秀二路37号 西派泊玥,310.0,"{'北湖公交站 985米', '东三环路一段中 778米', '同乐西一巷口 977米', '北湖客运站 787米', '龙潭寺 888米'}",set()
31,4.2.2,162.77,成华龙潭寺湖秀二路37号 西派泊玥,330.0,"{'北湖公交站 985米', '东三环路一段中 778米', '同乐西一巷口 977米', '北湖客运站 787米', '龙潭寺 888米'}",set()
31,4.2.2,154.19,成华龙潭寺湖秀二路37号 西派泊玥,278.0,"{'北湖公交站 985米', '东三环路一段中 778米', '同乐西一巷口 977米', '北湖客运站 787米', '龙潭寺 888米'}",set()
31,4.2.2,160.22,成华龙潭寺湖秀二路37号 西派泊玥,299.8,"{'北湖公交站 985米', '东三环路一段中 778米', '同乐西一巷口 977米', '北湖客运站 787米', '龙潭寺 888米'}",set()
22,1.1.1,59.0,金牛国宾金谷三路46号 国宾时光汇,95.0,"{'地铁金科北路站 328米', '侯家小区路口 906米', '金科中路口 677米', '土桥 302米', '地铁金科北路站(B口) 475米'}",{'金科北路 351米'}
29,4.2.3,185.59,成华龙潭寺湖秀二路37号 西派泊玥,400.0,"{'北湖公交站 985米', '东三环路一段中 778米', '同乐西一巷口 977米', '北湖客运站 787米', '龙潭寺 888米'}",set()
35,2.2.1,88.99,"金牛国宾迎宾大道199号,金耀路158号 万科金域西岭",170.0,"{'茶店子公交站 740米', '茶店子客运站 723米', '金牛宾馆 755米', '金牛立交南 778米', '茶店子公交枢纽站 675米'}","{'茶店子客运站 577米', '迎宾大道 371米'}"
33,4.2.2,123.61,成华龙潭寺桂林西路88号 绿地悦蓉公馆,185.0,"{'龙潭寺北 939米', '桂林新居 426米', '桂林西路 187米', '熊猫大道口 977米'}",{'桂林 599米'}
34,1.1.1,56.0,"金牛茶店子育仁北路128号,育仁北路123号 西西里二期公园前",98.0,"{'茶店子客运站 790米', '茶店子公交站 910米', '金牛立交 580米', '茶店子公交枢纽站 932米', '育仁公交站 411米', '金牛立交南 546米'}","{'茶店子客运站 862米', '金牛公园 506米'}"
56,6.3.3,228.0,成华猛追湾猛追湾横街188号 世茂玉锦湾,790.0,"{'地铁电子科大建设北路站 489米', '地铁红星桥站 473米'}","{'电子科大建设北路 579米', '红星桥 614米'}"
28,4.2.3,217.23,"武侯桐梓林桐凤路17号,桐凤路39号 紫檀",850.0,"{'人南立交东(BRT) 665米', '人南立交西 394米', '玉林南路 872米'}","{'倪家桥 801米', '桐梓林 532米', '倪家桥 788米'}"
28,2.2.1,91.0,"简阳城东新区公园后街17号,江月街51号,银安街33号,银安街57号 海上花园",60.0,"{'北门桥 642米', '音乐广场 459米', '大十字 971米'}",set()
29,4.2.2,136.9,成华驷马桥驷马桥三路269号 永立龙邸,336.0,"{'驷马桥地铁站E口 743米', '二环府青立交 968米', '二环三友路口 383米', '府青路三段 671米'}","{'李家沱 539米', '驷马桥 905米'}"
45,4.2.2,138.4,"成华龙潭寺桂林西路,近桂香三路 恒大锦城",215.0,"{'地铁同乐站(A口) 835米', '北湖公交站 960米', '桂林西路 547米', '龙潭寺下街菜市 866米', '地铁同乐站 784米', '龙潭寺北 828米', '向龙公交站 880米'}","{'桂林 915米', '同乐 763米'}"
18,3.2.2,102.66,金牛国宾兴科北路8号 正成拉斐,158.0,"{'金科中路口 387米', '地铁金科北路站(B口) 804米', '金科南二路 583米', '金科南路东 150米', '地铁金科北路站 755米'}","{'金周路 526米', '金科北路 822米'}"
33,2.2.1,69.0,"金牛金牛万达北站西二路1号,一环路北二段9号 炎华置信花千集",163.0,"{'地铁人民北路站 729米', '西体北路北 792米', '人民北路 765米'}",{'人民北路 689米'}
32,4.2.2,140.79,"金牛茶店子金牛坝路9号,西三环路五段519号 卓越云际名邸",316.8,"{'金立路口 912米', '茶店子公交枢纽站 889米', '茶店子公交站 926米', '金牛立交南 321米', '金牛立交 384米', '茶店子客运站 812米', '育仁公交站 975米'}","{'金牛公园 610米', '迎宾大道 929米', '茶店子客运站 733米'}"
32,3.2.2,108.0,成华火车东站槐柳一路88号 优品尚东三期,190.0,"{'建材路南 475米', '迎晖路中 852米', '地铁迎晖路站 910米', '槐树店 915米'}",{'迎晖路 651米'}
22,4.2.2,197.0,成华槐树店槐树店北三路8号 龙湖云河颂,750.0,{'成洛路公交站 654米'},{'槐树店 896米'}
18,2.2.1,81.23,彭州彭州城区朝阳南路168号 宝阁丽公馆,58.0,"{'彭州客运中心 903米', '朝阳南路 77米', '西华大学 703米', '彭州 971米'}",set()
32,3.2.2,118.2,成华龙潭寺龙港路55号 金融街融府,248.0,"{'龙潭立交东 987米', '向龙公交站 485米', '龙潭寺下街菜市 500米', '华泰路北 776米', '地铁龙潭寺站 686米', '龙港路西 676米'}",{'龙潭寺 672米'}
16,4.3.3,173.45,武侯红牌楼永顺路71号 蓝光雍锦世家,476.0,"{'红牌楼西(BRT) 406米', '佳灵路 655米', '武侯大道口 590米', '红牌楼西 409米', '双楠路西 890米'}",{'红牌楼 646米'}
35,4.2.2,88.18,成华建设路建设路1号 万科金域蓝湾,298.0,"{'建设路东 221米', '厂北路口 887米', '建设路口(BRT) 176米', '建设路中 549米', '建设南路口(BRT) 533米', '市六医院沙河院区 420米', '二环建设北路口 666米'}",{'踏水桥 790米'}
18,3.2.2,147.99,金牛沙湾西体北路2号 书香门第(金牛),215.0,{'西体北路北 405米'},{'西北桥 619米'}
34,3.2.1,92.52,成华万年场建材路18号 隆鑫九熙(一期),219.0,"{'建材路南 442米', '槐树店 798米', '地铁迎晖路站 976米'}","{'迎晖路 726米', '槐树店 751米'}"
6,3.2.3,203.0,"金牛国宾迎宾大道333号,迎宾大道5号 锦城豪庭",520.0,"{'羊犀立交西 615米', '茶店子客运站 791米', '羊犀立交北 756米', '茶店子公交站 676米', '茶店子公交枢纽站 649米'}",{'茶店子客运站 741米'}
7,3.2.2,127.42,"金牛交大路交大路256号,交大路258号 蓝色空间(交大路258号)",272.0,"{'九里堤公交站 232米', '香榭里 619米', '九里堤公交站(长庆东路) 317米', '地铁金府站 208米'}","{'金府 336米', '花照壁北 795米'}"
40,4.2.3,166.34,成华建设路踏水桥北街60号 首创天禧68,478.0,"{'府青路一环路立交桥 983米', '厂北路口 673米', '桃蹊路口(BRT) 189米', '二环府青立交 720米', '桃蹊路西 541米', '二环建设北路口 624米'}",{'踏水桥 508米'}
6,2.2.1,87.55,金牛黄忠黄苑路6号 紫桂花园,131.0,"{'同和路蜀汉路口 896米', '黄忠小区 782米', '地铁羊犀立交站 958米'}","{'羊犀立交 876米', '黄忠 387米'}"
