楼层,房型,面积,房源地址及名称,价格,公交站距离,地铁站距离
25,3.3.4,274.89,锦江攀成钢通宝街88号 伊泰天骄,1400.0,"{'莲花小区 647米', '牛市口 849米', '海椒市 704米', '天府通(牛市口店) 828米', '双桥子南 953米'}","{'东大路 676米', '牛市口 494米'}"
30,3.2.4,307.55,锦江攀成钢通盈街88号 绿地锦天府,1119.0,"{'莲桂南路 779米', '二环成仁公交站 939米', '莲花一区 721米', '莲花小区 234米'}","{'三官堂 918米', '净居寺 969米', '净居寺 993米'}"
32,3.2.1,91.61,锦江攀成钢汇泉东路88号 天誉南庭,345.0,"{'双桥子南 980米', '莲花小区 823米'}","{'东大路 377米', '牛市口 651米'}"
28,4.3.5,267.78,锦江攀成钢通宝街88号 伊泰天骄,1100.0,"{'莲花小区 647米', '牛市口 849米', '海椒市 704米', '天府通(牛市口店) 828米', '双桥子南 953米'}","{'东大路 676米', '牛市口 494米'}"
44,4.2.3,240.0,锦江九眼桥宏顺街160号 新希望D10天府,1250.0,"{'双桥子 886米', '经华南路 908米', '水碾河路 754米', '牛市口 752米', '天府通(牛市口店) 948米', '陈家巷 317米'}",{'牛王庙 527米'}
30,4.2.3,205.72,锦江攀成钢汇源东路88号 仁恒滨河湾(三期),1060.0,"{'双桥子南 965米', '塔子山公园(BRT) 503米', '地铁塔子山公园站D口 870米'}","{'塔子山公园 968米', '东大路 642米'}"
20,3.2.2,175.91,锦江东大街东大街芷泉段88号 时代豪庭(西区),578.0,"{'地铁牛王庙站(H口) 714米', '牛王庙公交站 947米', '九眼桥南 996米', '义学巷口 829米', '东门大桥 630米', '九眼桥西 658米', '东风大桥 990米'}","{'牛王庙 766米', '九眼桥 889米', '东门大桥 257米'}"
48,4.2.2,156.39,成华崔家店崔家店横三街36号 龙湖梵悦台,535.0,"{'崔家店 722米', '地铁东郊记忆站 512米', '建设南支路 733米'}","{'东郊记忆 642米', '杉板桥 802米'}"
30,4.2.2,103.49,锦江川师佳宏北路39号 比华利国际城三期,408.0,"{'地铁大观站 731米', '上沙河铺路 917米', '大观堰 488米', '川师成教院 945米', '国槐街 976米'}","{'大观 769米', '狮子山 425米'}"
26,3.2.2,171.85,锦江攀成钢汇源东路88号 仁恒滨河湾(一期),630.0,"{'塔子山公园(BRT) 532米', '双桥子南 869米', '双桥子公交站 958米', '地铁塔子山公园站D口 962米'}",{'东大路 586米'}
40,4.2.5,262.93,锦江攀成钢通宝街88号 伊泰天骄,1320.0,"{'莲花小区 647米', '牛市口 849米', '海椒市 704米', '天府通(牛市口店) 828米', '双桥子南 953米'}","{'东大路 676米', '牛市口 494米'}"
24,4.2.3,326.57,锦江攀成钢通宝街88号 伊泰天骄,1314.0,"{'莲花小区 647米', '牛市口 849米', '海椒市 704米', '天府通(牛市口店) 828米', '双桥子南 953米'}","{'东大路 676米', '牛市口 494米'}"
33,4.2.3,260.0,锦江九眼桥宏顺街160号 新希望D10天府,800.0,"{'双桥子 886米', '经华南路 908米', '水碾河路 754米', '牛市口 752米', '天府通(牛市口店) 948米', '陈家巷 317米'}",{'牛王庙 527米'}
33,4.2.2,141.7,锦江沙河堡二郎山路66号 塔子山壹号,407.0,"{'地铁塔子山公园站D口 355米', '上沙河铺路 479米'}",{'塔子山公园 272米'}
33,4.2.2,145.74,锦江三圣乡榕树街37号 融创玖樾台邸,347.0,"{'成龙大道银木街口 913米', '银杏大道海棠路口 649米'}",set()
33,4.2.2,138.71,锦江沙河堡二郎山路66号 塔子山壹号,398.0,"{'地铁塔子山公园站D口 355米', '上沙河铺路 479米'}",{'塔子山公园 272米'}
32,4.1.0,139.83,锦江三圣乡银木街61号 华熙528艺术村锦都,389.0,"{'成龙大道银木街口 532米', '华西第二医院锦江院区 822米', '三圣乡政府 609米', '银杏大道海棠路口 936米', '白桦林路中 961米'}","{'幸福梅林 652米', '三圣花乡 906米'}"
33,1.1.1,58.38,锦江攀成钢牛沙路166号 镏金岁月,129.0,"{'净居寺二环路口 756米', '莲花一区 984米', '莲花小区 510米'}","{'东大路 870米', '净居寺 912米', '净居寺 895米'}"
12,4.2.2,154.02,武侯新双楠来凤四路118号 武侯金茂府三期,475.0,set(),{'武青南路 891米'}
25,6.2.3,213.0,郫都犀浦国宁东路1019号 成都后花园3期,346.0,"{'犀浦东站 521米', '陈家桅街 226米', '金粮路华都路口 254米', '金樽三街北 993米', '金粮路公交站 741米'}",set()
26,3.2.2,137.0,天府新区麓湖生态城田家路 麓湖生态城汀院,435.0,"{'水线公园 126米', '锦江东三线南 917米', '麓坊中心 793米', '青岛路西段口 651米'}",set()
40,4.2.3,124.54,锦江三圣乡牡丹街879号 四海逸家云庭,520.0,{'枫树街南 450米'},"{'娇子立交 947米', '娇子立交 870米', '海桐街 798米'}"
5,5.2.3,157.38,天府新区锦江生态带祥鹤西巷166号 优品道锦绣(南区),550.0,"{'地铁怡心湖站(D2口) 509米', '沈阳路瑞祥东街口 470米', '祥鹤四街 742米', '祥鹤公交站 205米', '地铁怡心湖站 671米', '天府四中 208米', '双兴大道地铁怡心湖站 897米', '瑞祥路祥鹤五街口 552米', '天府鹤林东 893米'}",{'怡心湖 807米'}
